title,original_airdate,production_number,dialogue
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Do we have final clearance from Gideon?
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"May I have them, please?"
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Eight seven five.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Zero two zero.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Zero seven nine.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Energising.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Put it on the screen.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"This is Mister Spock, Ambassador Hodin. Captain Kirk was  transported down minutes ago."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,I transported him myself.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,He was beamed directly to your council chambers. Please verify  your co-ordinates.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"I am not questioning that, sir."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"I do not deny that, sir. I am not attempting  to blame your personnel."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Your Excellency, even with intricate machinery as delicately  balanced as ours, there is still a margin for error which must be dealt  with."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Your Excellency. May I cut right to the heart of the matter? I  request permission to beam down to conduct a search for our captain.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Your Excellency, the wars between opposing star systems no  longer prevail in our galaxy. If you will grant permission"
The  Mark Of Gideon ,"17 Jan, 1969 ",72,We must acknowledge once and for all that the purpose of  diplomacy is to prolong a crisis.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"We are representatives of the Federation, Doctor."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Unfortunately, diplomacy is the only channel available to us at  the moment. The planet is shielded from our sensors, therefore we  cannot scan it. Therefore we are unable to select co-ordinates. They  must be provided by Gideon."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"We did not, Mister Chekov. The Federation did. Lieutenant Uhura."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Contact Starfleet immediately. Explain our problem. Request  permission to use every means at our disposal to press the search for  Captain Kirk.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"There are endless, Mister Chekov."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Institute a sensor scan three hundred and sixty degrees, one  degree at a time."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Then the sooner you begin, the better."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Lieutenant Uhura, has Starfleet honoured our  request with a reply?"
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Did you advise them the captain's life is at stake?
The  Mark Of Gideon ,"17 Jan, 1969 ",72,What department?
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Contact them directly.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Diplomats and bureaucrats may function differently, but they  achieve exactly the same results."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"True, Your Excellency."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Your Excellency, I am basically a scientist.  Clarity of formulation is essential in my profession also."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Yes, Your Excellency."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Yes, Your Excellency."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"I apologise for the noise, your Excellency. To summarise, I  request permission to transport down to Gideon."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Mister Scott, you'll go to the transporter room and await my  orders."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Yes, Your Excellency. The ship's engineer  was explaining that the malfunction, which did exist, has now been  repaired. We would appreciate an opportunity to test the equipment. I,  therefore, request permission"
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Your Excellency, grant this one request."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Thank you, Your Excellency. Your proposal is  accepted. Mister Scott."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Prepare to beam aboard a representative of the Gideon council.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Your Excellency, your assistant has arrived  safely, and I am now ready to transport down to Gideon."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Sir, our captain is still missing, and I now demand that I be  allowed to transport to Gideon as we agreed."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Mister Scott, beam down the gentleman from Gideon."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Do not give up hope. Lieutenant Uhura, contact Starfleet  Command. Demand an immediate reply to our request for permission to  beam down to Gideon."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Admiral, the crew will not understand it."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,We wish only to save the life of the captain.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"I am positive that I can do so to your satisfaction, Admiral. I  have been convinced, since my first exchange with the ambassador, that  the captain has been taken prisoner."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"I now know where the captain is being held, if he is being held  at the same place to which we transported him."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Sir, the captain is not being held in the Gideon council  chamber. He is being held nearby."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Since the planet is shielded from our sensors, we cannot  establish that without on the spot investigation."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Admiral, I wish to state for the record that your decision is  completely arbitrary."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"They did not ask for our understanding, Doctor."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Unfortunately, I must violate a direct order from Starfleet."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"I do not make it lightly, Doctor. However, Command knows that  Ambassador Hodin has not been totally honest with us. Lieutenant Uhura,  repeat original Gideon co-ordinates for beam down."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Mister Scott, the co-ordinates given you?"
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Precisely. I shall beam down at once. Mister Scott, you have the  conn."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Negative, Doctor. I cannot accept the responsibility for  ordering a fellow officer to violate a Starfleet directive. I can make  such a decision only for myself."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"The situation forces me to do so, Doctor."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,This will not take long.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Captain Kirk. Spock here.  Captain Kirk?
The  Mark Of Gideon ,"17 Jan, 1969 ",72,An exact duplicate of the Enterprise. But  completely inoperative.  Spock to Enterprise. Spock  to Enterprise.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,I am speaking to you from the bridge of the Enterprise.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,And they were correct. I'm on board an exact  duplicate of the Enterprise.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"In orbit, Doctor. In a manner of speaking,  Gideon is in orbit and the ship is on Gideon."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"I'm sure he's on board somewhere. I'm  picking up life readings. Spock out.   Ship's log, stardate 5423.8. First Officer Spock  reporting. Obviously the Gideon's have transported Captain Kirk onto  this replica of the Enterprise to so confuse his mind as to make him  susceptible to some extraordinary experiment. It is my intention to  locate the captain and warn him before the experiment reaches its  conclusion, which logic indicates means the end of the captain's life  as he knows it."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Your Excellency. Captain, you're looking well. Evidently  Starfleet's analysis was correct."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Spock to Enterprise. Spock to Enterprise.
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"Negative. Lock in on my communicator signal. Your Excellency,  please do not interfere. I already have one serious problem to resolve  with upper echelons."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Indications are a storm, Captain, although I've never seen one  of such great intensity or strange confirmation."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,All sensor readings are at maximum calibration.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"It is definitely doing so, Captain. Therefore it cannot be a  phenomenon of nature."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,Some equipment was temporarily out of order. My sensors were  inoperative.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"None, Captain."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Captain, it was not a storm."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Only of the result, not of the cause. In each case, a different  area of the brain was affected. Our voluntary nerve functions were  under some form of pressure."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Attack might be a more precise formulation, Captain."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"It is of little consequence, Captain. Memory Alpha has no  protective shields."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"None, Captain. When the library complex was assembled, shielding  was considered inappropriate to its totally academic purpose. Since the  information on the Memory planet is available to everyone, special  protection was deemed unnecessary."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"It varies with the number of scholars, researchers, and  scientists from the various Federation planets who are using the  computer complex."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Sensors give no readings of generated energy from Memory Alpha,  Captain."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,None.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"A disaster for the galaxy, Captain. The central brain is  damaged. The memory core is burned out. The loss to the galaxy may be  irretrievable."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"A very faint life reading in the immediate vicinity, Captain."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,Negative.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,The attack was thorough.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Lieutenant, I assure you that unexplained phenomenon was headed  away from the planet. It is probably seeking other victims."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,No known conditions in space would support that type of natural  phenomenon.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,I'm having difficulty with the ship's sensors. They seem to be  under selective attack by the phenomenon as the unfortunate occupants  of Memory Alpha were.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,Ship's sensors are operating at the moment. Perhaps the elusive  creature will now reveal something about itself.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Negative, Captain. Maintaining its distance. However, it is  matching each manoeuvre we execute, and I am receiving increasing  magnitude of energy."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Not what is it, Captain. What are they? There are ten distinct  life units within it, all powerfully alive and vital."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,Impossible to determine without programming for computer  analysis.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,I do not believe the Enterprise shields would prove an effective  defence.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Captain, we are dealing with a community of life units. Their  attack is in the form of brain waves directed against the brain, which  is most compatible."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,Perhaps it did not understand.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,It appears so.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,Not directly.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Negative, Captain. I have not been able to gather sufficient  data for that. Captain, there is only one possible defence. If we can  find an environment which is deadly to the alien form."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"I am, Captain. I have fed all obtainable data to the main  computer. It should be ready to supply whatever conclusions are  possible."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Doctor McCoy, according to your records, Lieutenant Romaine  showed no abnormal telepathic powers."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,And you are sure that this is the correct slide?
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Gentlemen, it also happens to be tape H, the impulse tracking  obtained from the alien life units."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"As I said, Captain, this is the tracking obtained during the  last shielded run. Computer, run a detailed comparison brain circuitry  patterns, tape D and tape H."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,Fascinating.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Doctor McCoy is correct, Captain. There is an identity of minds  taking place  between the alien beings and the mind of Lieutenant Romaine. Their  thoughts are becoming hers."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"At their present force, they will get through the shields this  time, Captain."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"She will, unless we are able to complete what the captain has  planned."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Captain, we must deal with them directly, now, while she still  retains partial identity. We can speak to them. They will answer using  her voice."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,That is one of the planets where all humanoid life was  destroyed.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,They will not accept their own deaths.
The  Lights Of Zetar ,"31 Jan, 1969 ",73,"Captain, if we cannot complete the plan, they will carry out  their threat."
The  Lights Of Zetar ,"31 Jan, 1969 ",73,The weightless state has become their natural condition.
